Unique ID,Name,Measure,Geo Type Name,Geo Place Name,Time Period,Start_Date,Data Value,Air Quality Category
410851,General Pollution,Miles,UHF42,Unknown,Annual Average,2015-12-31,7.3,Good
605663,General Pollution,Miles,UHF42,Unknown,Annual Average,2018-01-01,7.0,Good
334116,General Pollution,Miles,UHF34,Unknown,Winter,2014-12-01,8.5,Good
334122,General Pollution,Miles,UHF34,Unknown,Winter,2014-12-01,10.0,Good
547537,General Pollution,Miles,UHF34,Unknown,Annual Average,2017-01-01,8.2,Good
174259,General Pollution,Miles,UHF34,Unknown,Annual Average,2012-12-01,9.4,Good
825776,General Pollution,Miles,UHF42,Unknown,Winter,2021-12-01,23.7,Moderate
412483,General Pollution,Miles,UHF42,Unknown,Annual Average,2015-12-31,19.9,Moderate
825743,General Pollution,Miles,UHF42,Unknown,Winter,2021-12-01,21.2,Moderate
176684,General Pollution,Miles,UHF42,Unknown,Annual Average,2012-12-01,22.9,Moderate
175340,General Pollution,Miles,UHF42,Unknown,Winter,2010-12-01,32.2,Bad
336513,General Pollution,Miles,UHF42,Unknown,Winter,2014-12-01,26.8,Bad
547663,General Pollution,Miles,CD,Unknown,Annual Average,2017-01-01,7.5,Good
742458,General Pollution,Miles,CD,Unknown,Annual Average,2021-01-01,6.5,Good
168533,General Pollution,Miles,CD,Unknown,Winter,2010-12-01,13.1,Moderate
169302,General Pollution,Miles,CD,Unknown,Summer,2009-06-01,10.2,Moderate
742457,General Pollution,Miles,CD,Unknown,Summer,2021-06-01,8.4,Good
823560,General Pollution,Miles,CD,Unknown,Winter,2021-12-01,6.6,Good
411121,General Pollution,Miles,CD,Unknown,Annual Average,2015-12-31,6.9,Good
605957,General Pollution,Miles,CD,Unknown,Annual Average,2018-01-01,6.9,Good
742547,General Pollution,Miles,CD,Unknown,Summer,2021-06-01,7.8,Good
169509,General Pollution,Miles,CD,Unknown,Summer,2012-06-01,10.0,Good
169568,General Pollution,Miles,CD,Unknown,Summer,2013-06-01,10.1,Moderate
178416,General Pollution,Miles,UHF42,Unknown,Annual Average,2008-12-01,11.4,Moderate
825766,General Pollution,Miles,UHF42,Unknown,Summer,2022-06-01,10.9,Moderate
412492,General Pollution,Miles,UHF42,Unknown,Annual Average,2015-12-31,23.2,Moderate
602765,General Pollution,Miles,UHF42,Unknown,Annual Average,2018-01-01,22.2,Moderate
740957,General Pollution,Miles,UHF42,Unknown,Summer,2021-06-01,15.7,Moderate
412438,General Pollution,Miles,UHF42,Unknown,Annual Average,2015-12-31,17.9,Moderate
602753,General Pollution,Miles,UHF42,Unknown,Annual Average,2018-01-01,21.0,Moderate
825734,General Pollution,Miles,UHF42,Unknown,Winter,2021-12-01,22.1,Moderate
825788,General Pollution,Miles,UHF42,Unknown,Winter,2021-12-01,21.8,Moderate
212811,General Pollution,Miles,UHF42,Unknown,Summer,2014-06-01,10.9,Moderate
334003,General Pollution,Miles,UHF42,Unknown,Annual Average,2015-01-01,9.6,Good
178402,General Pollution,Miles,UHF42,Unknown,Annual Average,2008-12-01,10.6,Moderate
178486,General Pollution,Miles,UHF42,Unknown,Annual Average,2010-12-01,10.5,Moderate
170418,General Pollution,Miles,CD,Unknown,Annual Average,2012-12-01,9.4,Good
170430,General Pollution,Miles,CD,Unknown,Annual Average,2012-12-01,9.2,Good
169474,General Pollution,Miles,CD,Unknown,Summer,2012-06-01,10.6,Moderate
169533,General Pollution,Miles,CD,Unknown,Summer,2013-06-01,10.6,Moderate
605948,General Pollution,Miles,CD,Unknown,Annual Average,2018-01-01,7.4,Good
742448,General Pollution,Miles,CD,Unknown,Summer,2021-06-01,8.7,Good
823172,General Pollution,Miles,CD,Unknown,Winter,2021-12-01,7.4,Good
169511,General Pollution,Miles,CD,Queens,Summer,2012-06-01,9.4,Good
169570,General Pollution,Miles,CD,Queens,Summer,2013-06-01,9.4,Good
823491,General Pollution,Miles,CD,Unknown,Winter,2021-12-01,7.3,Good
169521,General Pollution,Miles,CD,Unknown,Summer,2013-06-01,11.4,Moderate
169462,General Pollution,Miles,CD,Unknown,Summer,2012-06-01,11.4,Moderate
742538,General Pollution,Miles,CD,Unknown,Summer,2021-06-01,8.3,Good
823545,General Pollution,Miles,CD,Unknown,Winter,2021-12-01,7.0,Good
169334,General Pollution,Miles,CD,Queens,Summer,2009-06-01,9.6,Good
170455,General Pollution,Miles,CD,Queens,Annual Average,2012-12-01,7.6,Good
168567,General Pollution,Miles,CD,Queens,Winter,2010-12-01,10.3,Moderate
169285,General Pollution,Miles,CD,Unknown,Summer,2009-06-01,12.1,Moderate
176081,General Pollution,Miles,UHF42,Queens,Summer,2013-06-01,16.6,Moderate
602804,General Pollution,Miles,UHF42,Queens,Annual Average,2018-01-01,17.2,Moderate
334266,General Pollution,Miles,CD,Unknown,Winter,2014-12-01,9.4,Good
605975,General Pollution,Miles,CD,Unknown,Annual Average,2018-01-01,7.5,Good
823482,General Pollution,Miles,CD,Unknown,Winter,2021-12-01,7.3,Good
742472,General Pollution,Miles,CD,Unknown,Summer,2021-06-01,8.8,Good
411046,General Pollution,Miles,CD,Unknown,Annual Average,2015-12-31,8.1,Good
547732,General Pollution,Miles,CD,Unknown,Annual Average,2017-01-01,7.2,Good
742473,General Pollution,Miles,CD,Unknown,Annual Average,2021-01-01,6.8,Good
549749,General Pollution,Miles,Borough,Brooklyn,Annual Average,2017-01-01,18.5,Moderate
175892,General Pollution,Miles,UHF42,Unknown,Summer,2009-06-01,21.4,Moderate
412469,General Pollution,Miles,UHF42,Unknown,Winter,2015-12-01,20.9,Moderate
175956,General Pollution,Miles,UHF42,Unknown,Summer,2010-06-01,17.9,Moderate
412533,General Pollution,Miles,UHF42,Unknown,Summer,2016-06-01,13.1,Moderate
740965,General Pollution,Miles,UHF42,Unknown,Winter,2020-12-01,27.0,Bad
740935,General Pollution,Miles,UHF42,Unknown,Winter,2020-12-01,21.2,Moderate
175934,General Pollution,Miles,UHF42,Unknown,Summer,2010-06-01,19.0,Moderate
740966,General Pollution,Miles,UHF42,Unknown,Summer,2021-06-01,20.2,Moderate
176544,General Pollution,Miles,UHF42,Unknown,Annual Average,2008-12-01,22.3,Moderate
667682,General Pollution,Miles,CD,Unknown,Winter,2019-12-01,27.7,Bad
166020,General Pollution,Miles,CD,Unknown,Winter,2012-12-01,26.7,Bad
336803,General Pollution,Miles,CD,Unknown,Summer,2015-06-01,15.5,Moderate
131425,Asthma-Related,Rates,UHF42,Unknown,Other,2009-01-01,81.7,Bad
131445,Asthma-Related,Rates,UHF42,Queens,Other,2009-01-01,80.0,Bad
131424,Asthma-Related,Rates,UHF42,Unknown,Other,2009-01-01,115.8,Bad
628472,Asthma-Related,Rates,UHF42,Unknown,Other,2015-01-01,69.6,Bad
628471,Asthma-Related,Rates,UHF42,Queens,Other,2015-01-01,43.0,Bad
168527,General Pollution,Miles,CD,Unknown,Winter,2010-12-01,14.9,Moderate
170415,General Pollution,Miles,CD,Unknown,Annual Average,2012-12-01,10.0,Good
547606,General Pollution,Miles,CD,Unknown,Annual Average,2017-01-01,8.4,Good
742401,General Pollution,Miles,CD,Unknown,Annual Average,2021-01-01,7.6,Good
547642,General Pollution,Miles,CD,Unknown,Annual Average,2017-01-01,7.9,Good
606053,General Pollution,Miles,CD,Unknown,Annual Average,2018-01-01,6.7,Good
605963,General Pollution,Miles,CD,Unknown,Annual Average,2018-01-01,7.0,Good
605915,General Pollution,Miles,CD,Unknown,Annual Average,2018-01-01,8.7,Good
169566,General Pollution,Miles,CD,Unknown,Summer,2013-06-01,9.7,Good
547759,General Pollution,Miles,CD,Unknown,Annual Average,2017-01-01,7.1,Good
169332,General Pollution,Miles,CD,Unknown,Summer,2009-06-01,10.1,Moderate
168565,General Pollution,Miles,CD,Unknown,Winter,2010-12-01,11.8,Moderate
170453,General Pollution,Miles,CD,Unknown,Annual Average,2012-12-01,8.3,Good
547669,General Pollution,Miles,CD,Unknown,Annual Average,2017-01-01,7.4,Good
742416,General Pollution,Miles,CD,Unknown,Annual Average,2021-01-01,7.0,Good
336606,General Pollution,Miles,UHF42,Unknown,Winter,2014-12-01,22.7,Moderate
412481,General Pollution,Miles,UHF42,Unknown,Winter,2015-12-01,23.4,Moderate
175970,General Pollution,Miles,UHF42,Unknown,Summer,2011-06-01,21.3,Moderate
412450,General Pollution,Miles,UHF42,Unknown,Annual Average,2015-12-31,21.4,Moderate
166028,General Pollution,Miles,CD,Unknown,Winter,2012-12-01,23.1,Moderate
167621,General Pollution,Miles,CD,Unknown,Annual Average,2009-12-01,21.3,Moderate
643709,General Pollution,Miles,CD,Unknown,Summer,2019-06-01,13.3,Moderate
667838,General Pollution,Miles,CD,Unknown,Winter,2019-12-01,22.3,Moderate
165998,General Pollution,Miles,CD,Unknown,Winter,2012-12-01,22.0,Moderate
167589,General Pollution,Miles,CD,Unknown,Annual Average,2009-12-01,19.8,Moderate
165996,General Pollution,Miles,CD,Unknown,Winter,2012-12-01,21.0,Moderate
628455,Asthma-Related,Rates,UHF42,Unknown,Other,2015-01-01,81.6,Bad
169330,General Pollution,Miles,CD,Unknown,Summer,2009-06-01,10.0,Good
170451,General Pollution,Miles,CD,Unknown,Annual Average,2012-12-01,8.0,Good
547753,General Pollution,Miles,CD,Unknown,Annual Average,2017-01-01,6.8,Good
742548,General Pollution,Miles,CD,Unknown,Annual Average,2021-01-01,6.2,Good
547627,General Pollution,Miles,CD,Unknown,Annual Average,2017-01-01,7.9,Good
742428,General Pollution,Miles,CD,Unknown,Annual Average,2021-01-01,6.9,Good
168535,General Pollution,Miles,CD,Unknown,Winter,2010-12-01,13.4,Moderate
170423,General Pollution,Miles,CD,Unknown,Annual Average,2012-12-01,8.7,Good
176713,General Pollution,Miles,UHF42,Queens,Annual Average,2012-12-01,16.8,Moderate
336600,General Pollution,Miles,UHF42,Queens,Winter,2014-12-01,22.7,Moderate
549869,General Pollution,Miles,UHF42,Queens,Annual Average,2017-01-01,16.4,Moderate
741003,General Pollution,Miles,UHF42,Queens,Annual Average,2021-01-01,14.3,Moderate
176651,General Pollution,Miles,UHF42,Unknown,Annual Average,2011-12-01,17.2,Moderate
177963,General Pollution,Miles,UHF42,Unknown,Summer,2013-06-01,11.5,Moderate
823248,General Pollution,Miles,UHF42,Unknown,Winter,2021-12-01,8.4,Good
179590,General Pollution,Miles,Borough,Manhattan,Summer,2013-06-01,11.8,Moderate
173602,General Pollution,Miles,UHF34,Unknown,Summer,2009-06-01,10.4,Moderate
547513,General Pollution,Miles,UHF34,Unknown,Annual Average,2017-01-01,7.5,Good
178498,General Pollution,Miles,UHF42,Unknown,Annual Average,2010-12-01,9.8,Good
333997,General Pollution,Miles,UHF42,Unknown,Annual Average,2015-01-01,8.1,Good
669793,General Pollution,Miles,UHF42,Unknown,Annual Average,2020-01-01,5.9,Good
178435,General Pollution,Miles,UHF42,Queens,Annual Average,2008-12-01,9.4,Good
669790,General Pollution,Miles,UHF42,Unknown,Annual Average,2020-01-01,5.7,Good
176671,General Pollution,Miles,UHF42,Queens,Annual Average,2011-12-01,17.3,Moderate
825994,General Pollution,Miles,UHF42,Queens,Summer,2022-06-01,9.8,Good
602717,General Pollution,Miles,UHF42,Unknown,Annual Average,2018-01-01,20.8,Moderate
740909,General Pollution,Miles,UHF42,Unknown,Summer,2021-06-01,14.2,Moderate
176062,General Pollution,Miles,UHF42,Unknown,Summer,2013-06-01,14.0,Moderate
602813,General Pollution,Miles,UHF42,Queens,Annual Average,2018-01-01,10.5,Moderate
741005,General Pollution,Miles,UHF42,Queens,Summer,2021-06-01,4.9,Good
825995,General Pollution,Miles,UHF42,Queens,Winter,2021-12-01,18.6,Moderate
412537,General Pollution,Miles,UHF42,Queens,Annual Average,2015-12-31,16.2,Moderate
602810,General Pollution,Miles,UHF42,Queens,Annual Average,2018-01-01,16.2,Moderate
741002,General Pollution,Miles,UHF42,Queens,Summer,2021-06-01,9.9,Good
740940,General Pollution,Miles,UHF42,Unknown,Annual Average,2021-01-01,16.0,Moderate
334314,General Pollution,Miles,CD,Unknown,Winter,2014-12-01,10.9,Moderate
170413,General Pollution,Miles,CD,Unknown,Annual Average,2012-12-01,9.8,Good
169292,General Pollution,Miles,CD,Unknown,Summer,2009-06-01,11.5,Moderate
411097,General Pollution,Miles,CD,Unknown,Annual Average,2015-12-31,9.3,Good
169469,General Pollution,Miles,CD,Unknown,Summer,2012-06-01,11.2,Moderate
823347,General Pollution,Miles,CD,Unknown,Winter,2021-12-01,9.4,Good
643619,General Pollution,Miles,CD,Unknown,Summer,2019-06-01,11.7,Moderate
167680,General Pollution,Miles,CD,Unknown,Annual Average,2010-12-01,21.6,Moderate
167562,General Pollution,Miles,CD,Unknown,Annual Average,2008-12-01,22.3,Moderate
213453,General Pollution,Miles,CD,Unknown,Summer,2014-06-01,13.6,Moderate
643710,General Pollution,Miles,CD,Unknown,Winter,2018-12-01,19.9,Moderate
667837,General Pollution,Miles,CD,Unknown,Annual Average,2020-01-01,14.3,Moderate
167532,General Pollution,Miles,CD,Unknown,Annual Average,2008-12-01,22.1,Moderate
167530,General Pollution,Miles,CD,Unknown,Annual Average,2008-12-01,21.3,Moderate
167648,General Pollution,Miles,CD,Unknown,Annual Average,2010-12-01,20.4,Moderate
165910,General Pollution,Miles,CD,Unknown,Winter,2010-12-01,28.4,Bad
166677,General Pollution,Miles,CD,Unknown,Summer,2009-06-01,18.5,Moderate
167798,General Pollution,Miles,CD,Unknown,Annual Average,2012-12-01,19.1,Moderate
550151,General Pollution,Miles,CD,Unknown,Annual Average,2017-01-01,17.8,Moderate
741285,General Pollution,Miles,CD,Unknown,Annual Average,2021-01-01,15.1,Moderate
165880,General Pollution,Miles,CD,Unknown,Winter,2010-12-01,25.4,Bad
167768,General Pollution,Miles,CD,Unknown,Annual Average,2012-12-01,18.0,Moderate
741195,General Pollution,Miles,CD,Unknown,Annual Average,2021-01-01,15.6,Moderate
166645,General Pollution,Miles,CD,Unknown,Summer,2009-06-01,17.2,Moderate
165878,General Pollution,Miles,CD,Unknown,Winter,2010-12-01,26.4,Bad
336876,General Pollution,Miles,CD,Unknown,Winter,2014-12-01,24.1,Moderate
550055,General Pollution,Miles,CD,Unknown,Annual Average,2017-01-01,18.1,Moderate
741189,General Pollution,Miles,CD,Unknown,Annual Average,2021-01-01,15.4,Moderate
550061,General Pollution,Miles,CD,Unknown,Annual Average,2017-01-01,18.4,Moderate
171641,General Pollution,Miles,UHF34,Unknown,Winter,2010-12-01,32.6,Bad
549929,General Pollution,Miles,UHF34,Unknown,Annual Average,2017-01-01,20.7,Moderate
741063,General Pollution,Miles,UHF34,Unknown,Annual Average,2021-01-01,19.0,Moderate
172083,General Pollution,Miles,UHF34,Unknown,Summer,2009-06-01,23.1,Moderate
171639,General Pollution,Miles,UHF34,Unknown,Winter,2010-12-01,28.4,Bad
336654,General Pollution,Miles,UHF34,Unknown,Winter,2014-12-01,24.9,Moderate
172727,General Pollution,Miles,UHF34,Unknown,Annual Average,2012-12-01,18.6,Moderate
643404,General Pollution,Miles,UHF42,Unknown,Winter,2018-12-01,25.7,Bad
178547,General Pollution,Miles,UHF42,Unknown,Annual Average,2011-12-01,11.2,Moderate
823259,General Pollution,Miles,UHF42,Unknown,Summer,2022-06-01,7.1,Good
178529,General Pollution,Miles,UHF42,Unknown,Annual Average,2011-12-01,10.2,Moderate
177917,General Pollution,Miles,UHF42,Unknown,Summer,2012-06-01,12.1,Moderate
177925,General Pollution,Miles,UHF42,Unknown,Summer,2012-06-01,10.1,Moderate
742229,General Pollution,Miles,UHF42,Unknown,Summer,2021-06-01,8.9,Good
742190,General Pollution,Miles,UHF42,Unknown,Summer,2021-06-01,8.5,Good
823314,General Pollution,Miles,UHF42,Unknown,Winter,2021-12-01,7.3,Good
334020,General Pollution,Miles,UHF42,Unknown,Winter,2014-12-01,11.1,Moderate
177799,General Pollution,Miles,UHF42,Unknown,Summer,2009-06-01,10.2,Moderate
742230,General Pollution,Miles,UHF42,Unknown,Annual Average,2021-01-01,7.0,Good
177791,General Pollution,Miles,UHF42,Unknown,Summer,2009-06-01,12.9,Moderate
742254,General Pollution,Miles,UHF42,Unknown,Annual Average,2021-01-01,6.5,Good
742224,General Pollution,Miles,UHF42,Unknown,Annual Average,2021-01-01,6.8,Good
130419,Emissions,Density,UHF42,Unknown,Other,2013-01-01,95.0,Bad
130417,Emissions,Density,UHF42,Unknown,Other,2013-01-01,11.6,Moderate
130399,Emissions,Density,UHF42,Bronx,Other,2013-01-01,24.5,Moderate
177841,General Pollution,Miles,UHF42,Unknown,Summer,2010-06-01,11.6,Moderate
742228,General Pollution,Miles,UHF42,Unknown,Winter,2020-12-01,7.1,Good
742223,General Pollution,Miles,UHF42,Unknown,Summer,2021-06-01,8.7,Good
175355,General Pollution,Miles,UHF42,Unknown,Winter,2010-12-01,35.9,Bad
336558,General Pollution,Miles,UHF42,Unknown,Winter,2014-12-01,29.2,Bad
176699,General Pollution,Miles,UHF42,Unknown,Annual Average,2012-12-01,28.6,Bad
175901,General Pollution,Miles,UHF42,Unknown,Summer,2009-06-01,30.9,Bad
336582,General Pollution,Miles,UHF42,Unknown,Winter,2014-12-01,24.0,Moderate
549827,General Pollution,Miles,UHF42,Unknown,Annual Average,2017-01-01,25.0,Moderate
740961,General Pollution,Miles,UHF42,Unknown,Annual Average,2021-01-01,20.3,Moderate
175342,General Pollution,Miles,UHF42,Unknown,Winter,2010-12-01,32.2,Bad
740922,General Pollution,Miles,UHF42,Unknown,Annual Average,2021-01-01,17.1,Moderate
336519,General Pollution,Miles,UHF42,Unknown,Winter,2014-12-01,26.4,Bad
740907,General Pollution,Miles,UHF42,Unknown,Annual Average,2021-01-01,17.6,Moderate
176657,General Pollution,Miles,UHF42,Unknown,Annual Average,2011-12-01,29.5,Bad
823299,General Pollution,Miles,UHF42,Unknown,Winter,2021-12-01,6.9,Good
168518,General Pollution,Miles,CD,Unknown,Winter,2010-12-01,14.3,Moderate
170406,General Pollution,Miles,CD,Unknown,Annual Average,2012-12-01,10.4,Moderate
175889,General Pollution,Miles,UHF42,Unknown,Summer,2009-06-01,19.5,Moderate
175984,General Pollution,Miles,UHF42,Unknown,Summer,2011-06-01,25.8,Bad
412490,General Pollution,Miles,UHF42,Unknown,Winter,2015-12-01,26.4,Bad
